protein_id,has_esm,has_prott5,has_prostt5,has_ankh3_large,has_esm3c
NDUS8_BOVIN,1,1,1,1,1
NDUS8_CAEEL,1,1,1,1,1
NDUS8_DROME,1,1,1,1,1
NDUS8_HUMAN,1,1,1,1,1
NDUS8_MOUSE,1,1,1,1,1
NDUV1_ARATH,1,1,1,1,1
NDUV1_BOVIN,1,1,1,1,1
NDUV1_HUMAN,1,1,1,1,1
NDUV1_MOUSE,1,1,1,1,1
NDUV2_ARATH,1,1,1,1,1
NDUV2_BOVIN,1,1,1,1,1
NDUV2_HUMAN,1,1,1,1,1
NDUV2_MOUSE,1,1,1,1,1
NDUV3_BOVIN,1,1,1,1,1
NDUV3_HUMAN,1,1,1,1,1
NDUV3_MOUSE,1,1,1,1,1
NDVB_RHIME,1,1,1,1,1
NDX1_ARATH,1,1,1,1,1
NDX1_SOLLC,1,1,1,1,1
NDX1_THETH,1,1,1,1,1
NDX8_CAEEL,1,1,1,1,1
NDX_ARATH,1,1,1,1,1
NEAP2_ARATH,1,1,1,1,1
NEAP3_ARATH,1,1,1,1,1
NEB1_RAT,1,1,1,1,1
NEB2_HUMAN,1,1,1,1,1
NEB2_MOUSE,1,1,1,1,1
NEB2_RAT,1,1,1,1,1
NEBL_HUMAN,1,1,1,1,1
NEBU_HUMAN,1,0,0,1,1
NEC1A_DANRE,1,1,1,1,1
NEC1_EBVB9,1,1,1,1,1
NEC1_HCMVM,1,1,1,1,1
NEC1_HHV11,1,1,1,1,1
NEC1_HHV2H,1,1,1,1,1
NEC1_HUMAN,1,1,1,1,1
NEC1_MOUSE,1,1,1,1,1
NEC1_NESMA,1,1,1,1,1
NEC1_PETHY,1,1,1,1,1
NEC1_RAT,1,1,1,1,1
NEC2_CAEEL,1,1,1,1,1
NEC2_DROME,1,1,1,1,1
NEC2_EBVB9,1,1,1,1,1
NEC2_HCMVM,1,1,1,1,1
NEC2_HHV11,1,1,1,1,1
NEC2_HHV2H,1,1,1,1,1
NEC2_HUMAN,1,1,1,1,1
NEC2_MOUSE,1,1,1,1,1
NEC2_NESMA,1,1,1,1,1
NEC2_RAT,1,1,1,1,1
NEC3_NICLS,1,1,1,1,1
NECA1_HUMAN,1,1,1,1,1
NECA1_MOUSE,1,1,1,1,1
NECA2_HUMAN,1,1,1,1,1
NECA2_RAT,1,1,1,1,1
NECA3_HUMAN,1,1,1,1,1
NECA3_MOUSE,1,1,1,1,1
NECD_HUMAN,1,1,1,1,1
NECD_MOUSE,1,1,1,1,1
NECP1_HUMAN,1,1,1,1,1
NECP1_MOUSE,1,1,1,1,1
NECP1_RAT,1,1,1,1,1
NECP2_MOUSE,1,1,1,1,1
NECT1_HUMAN,1,1,1,1,1
NECT1_MOUSE,1,1,1,1,1
NECT1_PIG,1,1,1,1,1
NECT2_HUMAN,1,1,1,1,1
NECT2_MOUSE,1,1,1,1,1
NECT3_HUMAN,1,1,1,1,1
NECT3_MOUSE,1,1,1,1,1
NECT4_HUMAN,1,1,1,1,1
NED1_SCHPO,1,1,1,1,1
NED4L_HUMAN,1,1,1,1,1
NED4L_MOUSE,1,1,1,1,1
NEDD1_ARATH,1,1,1,1,1
NEDD1_HUMAN,1,1,1,1,1
NEDD1_MOUSE,1,1,1,1,1
NEDD4_DROME,1,1,1,1,1
NEDD4_HUMAN,1,1,1,1,1
NEDD4_MOUSE,1,1,1,1,1
NEDD4_RAT,1,1,1,1,1
NEDD8_CAEEL,1,1,1,1,1
NEDD8_DICDI,1,1,1,1,1
NEDD8_DROME,1,1,1,1,1
NEDD8_HUMAN,1,1,1,1,1
NEDD8_MOUSE,1,1,1,1,1
NEDD8_RAT,1,1,1,1,1
NEED5_BPT4,1,1,1,1,1
NEEDL_BPT4,1,1,1,1,1
NEET_ARATH,1,1,1,1,1
NEF_HV1A2,1,1,1,1,1
NEF_HV1BR,1,1,1,1,1
NEG1_ASPFU,1,1,1,1,1
NEGR1_HUMAN,1,1,1,1,1
NEGR1_MOUSE,1,1,1,1,1
NEGR1_RAT,1,1,1,1,1
NEIL1_HUMAN,1,1,1,1,1
NEIL1_MOUSE,1,1,1,1,1
NEIL2_HUMAN,1,1,1,1,1
NEIL2_MOUSE,1,1,1,1,1
NEIL3_HUMAN,1,1,1,1,1
NEIL3_MOUSE,1,1,1,1,1
NEIL3_XENLA,1,1,1,1,1
NEK10_HUMAN,1,1,1,1,1
NEK11_HUMAN,1,1,1,1,1
NEK1_HUMAN,1,1,1,1,1
NEK1_MOUSE,1,1,1,1,1
NEK2_DICDI,1,1,1,1,1
NEK2_HUMAN,1,1,1,1,1
NEK2_MOUSE,1,1,1,1,1
NEK3_MOUSE,1,1,1,1,1
NEK4_HUMAN,1,1,1,1,1
NEK4_MOUSE,1,1,1,1,1
NEK5_ARATH,1,1,1,1,1
NEK5_HUMAN,1,1,1,1,1
NEK5_MOUSE,1,1,1,1,1
NEK6_ARATH,1,1,1,1,1
NEK6_HUMAN,1,1,1,1,1
NEK6_MOUSE,1,1,1,1,1
NEK6_ORYSJ,1,1,1,1,1
NEK6_RAT,1,1,1,1,1
NEK7_HUMAN,1,1,1,1,1
NEK7_MOUSE,1,1,1,1,1
NEK7_RAT,1,1,1,1,1
NEK8_DANRE,1,1,1,1,1
NEK8_HUMAN,1,1,1,1,1
NEK8_MOUSE,1,1,1,1,1
NEK9_HUMAN,1,1,1,1,1
NEKL2_CAEEL,1,1,1,1,1
NEKL3_CAEEL,1,1,1,1,1
NEL1_YEAST,1,1,1,1,1
NEL_CHICK,1,1,1,1,1
NELFA_DROME,1,1,1,1,1
NELFA_HUMAN,1,1,1,1,1
NELFA_MOUSE,1,1,1,1,1
NELFB_DROME,1,1,1,1,1
NELFB_HUMAN,1,1,1,1,1
NELFB_MOUSE,1,1,1,1,1
NELFD_DROME,1,1,1,1,1
NELFD_HUMAN,1,1,1,1,1
NELFE_DROME,1,1,1,1,1
NELFE_HUMAN,1,1,1,1,1
NELFE_MOUSE,1,1,1,1,1
NELL1_HUMAN,1,1,1,1,1
NELL1_RAT,1,1,1,1,1
NELL2_HUMAN,1,1,1,1,1
NELL2_MOUSE,1,1,1,1,1
NELL2_RAT,1,1,1,1,1
NEM1_SCHPO,1,1,1,1,1
NEM1_YEAST,1,1,1,1,1
NEMA_ECOLI,1,1,1,1,1
NEMF_DROME,1,1,1,1,1
NEMF_HUMAN,1,1,1,1,1
NEMF_MOUSE,1,1,1,1,1
NEMO_DROME,1,1,1,1,1
NEMO_HUMAN,1,1,1,1,1
NEMO_MOUSE,1,1,1,1,1
NEMO_RAT,1,1,1,1,1
NEMP1_DANRE,1,1,1,1,1
NEMP1_HUMAN,1,1,1,1,1
NEMP1_MOUSE,1,1,1,1,1
NEMP2_DANRE,1,1,1,1,1
NEMP_DROME,1,1,1,1,1
NEMR_ECOLI,1,1,1,1,1
NEMS_DROME,1,1,1,1,1
NEMU_DROME,1,1,1,1,1
NENF_HUMAN,1,1,1,1,1
NENF_MOUSE,1,1,1,1,1
NENF_RAT,1,1,1,1,1
NENYA_DROME,1,1,1,1,1
NEO1_HUMAN,1,1,1,1,1
NEO1_MOUSE,1,1,1,1,1
NEO1_RAT,1,1,1,1,1
NEOD_STRFR,1,1,1,1,1
NEOG_STRFR,1,1,1,1,1
NEOK_STRFR,1,1,1,1,1
NEOL_STRFR,1,1,1,1,1
NEON_STRFR,1,1,1,1,1
NEP1_CANAX,1,1,1,1,1
NEP1_DROME,1,1,1,1,1
NEP1_HUMAN,1,1,1,1,1
NEP1_METJA,1,1,1,1,1
NEP1_MOUSE,1,1,1,1,1
NEP1_YEAST,1,1,1,1,1
NEP2_DROME,1,1,1,1,1
NEP2_SCHPO,1,1,1,1,1
NEP4_DROME,1,1,1,1,1
NEP_HUMAN,1,1,1,1,1
NEP_I34A1,1,1,1,1,1
NEPI_ECOLI,1,1,1,1,1
NEPL2_CAEEL,1,1,1,1,1
NEP_MOUSE,1,1,1,1,1
NEPN_MOUSE,1,1,1,1,1
NEPR1_CAEEL,1,1,1,1,1
NEPR1_HUMAN,1,1,1,1,1
NEP_RABIT,1,1,1,1,1
NEP_RAT,1,1,1,1,1
NEPRN_NEPVE,1,1,1,1,1
NEPRO_MOUSE,1,1,1,1,1
NEPU_GEOSE,1,1,1,1,1
NER_BPMU,1,1,1,1,1
NESD_DROME,1,1,1,1,1
NESP1_SCHPO,1,1,1,1,1
NEST_DANRE,1,1,1,1,1
NEST_HUMAN,1,1,1,1,1
NEST_MESAU,1,1,1,1,1
NEST_MOUSE,1,1,1,1,1
NEST_RAT,1,1,1,1,1
NET1A_ARATH,1,1,1,1,1
NET1_CHICK,1,1,1,1,1
NET1_HUMAN,1,1,1,1,1
NET1_MOUSE,1,1,1,1,1
NET1_RAT,1,1,1,1,1
NET1_YEAST,1,1,1,1,1
NET2A_ARATH,1,1,1,1,1
NET3A_ARATH,1,1,1,1,1
NET3_CHICK,1,1,1,1,1
NET3_MOUSE,1,1,1,1,1
NET4A_ARATH,1,1,1,1,1
NET4_HUMAN,1,1,1,1,1
NET4_MOUSE,1,1,1,1,1
NET5_MOUSE,1,1,1,1,1
NETA_DROME,1,1,1,1,1
NETB_DROME,1,1,1,1,1
NETNE_TRYCR,1,1,1,1,1
NETO1_MOUSE,1,1,1,1,1
NETO2_MOUSE,1,1,1,1,1
NETO2_RAT,1,1,1,1,1
NETR_HUMAN,1,1,1,1,1
NETR_MOUSE,1,1,1,1,1
NEU1B_HUMAN,1,1,1,1,1
NEU1B_MOUSE,1,1,1,1,1
NEU1_BOVIN,1,1,1,1,1
NEU1_HUMAN,1,1,1,1,1
NEU1_MOUSE,1,1,1,1,1
NEU1_RAT,1,1,1,1,1
NEU2_HUMAN,1,1,1,1,1
NEU2_MOUSE,1,1,1,1,1
NEU2_RAT,1,1,1,1,1
NEUAA_DANRE,1,1,1,1,1
NEUAB_DANRE,1,1,1,1,1
NEUA_BOVIN,1,1,1,1,1
NEUAH_CAMJE,1,1,1,1,1
NEUAH_LEGPH,1,1,1,1,1
NEUA_HUMAN,1,1,1,1,1
NEUA_MOUSE,1,1,1,1,1
NEUA_ONCMY,1,1,1,1,1
NEUBH_CAMJE,1,1,1,1,1
NEUBH_LEGPH,1,1,1,1,1
NEUCH_CAMJE,1,1,1,1,1
NEUCH_LEGPH,1,1,1,1,1
NEUFC_MOUSE,1,1,1,1,1
NEUG_HUMAN,1,1,1,1,1
NEUG_MOUSE,1,1,1,1,1
NEUG_RAT,1,1,1,1,1
NEUL1_HUMAN,1,1,1,1,1
NEUL1_MOUSE,1,1,1,1,1
NEUL2_HUMAN,1,1,1,1,1
NEUL2_MOUSE,1,1,1,1,1
NEUL3_HUMAN,1,1,1,1,1
NEUL3_MOUSE,1,1,1,1,1
NEUL4_MOUSE,1,1,1,1,1
NEUL_HUMAN,1,1,1,1,1
NEUL_MOUSE,1,1,1,1,1
NEUL_PIG,1,1,1,1,1
NEUL_RAT,1,1,1,1,1
NEUM_BOVIN,1,1,1,1,1
NEUM_CHICK,1,1,1,1,1
NEUM_HUMAN,1,1,1,1,1
NEUM_MOUSE,1,1,1,1,1
NEUM_RAT,1,1,1,1,1
NEUO_ECOK1,1,1,1,1,1
NEUR1_HUMAN,1,1,1,1,1
NEUR1_MOUSE,1,1,1,1,1
NEUR1_RAT,1,1,1,1,1
NEUR2_HUMAN,1,1,1,1,1
NEUR2_MOUSE,1,1,1,1,1
NEUR2_RAT,1,1,1,1,1
NEUR3_BOVIN,1,1,1,1,1
NEUR3_HUMAN,1,1,1,1,1
NEUR3_MOUSE,1,1,1,1,1
NEUR4_HUMAN,1,1,1,1,1
NEUR4_MOUSE,1,1,1,1,1
NEUR_DROME,1,1,1,1,1
NEUS_CHICK,1,1,1,1,1
NEUS_HUMAN,1,1,1,1,1
NEUS_MOUSE,1,1,1,1,1
NEUS_RAT,1,1,1,1,1
NEUT_HUMAN,1,1,1,1,1
NEUT_MOUSE,1,1,1,1,1
NEUT_RAT,1,1,1,1,1
NEW1_YEAST,1,1,1,1,1
NEXMI_HUMAN,1,1,1,1,1
NEXMI_RAT,1,1,1,1,1
NEXN_HUMAN,1,1,1,1,1
NEXN_MOUSE,1,1,1,1,1
NEXN_RAT,1,1,1,1,1
NF1_HUMAN,1,1,1,1,1
NF1_MOUSE,1,1,1,1,1
NF1_RAT,1,1,1,1,1
NF2IP_MOUSE,1,1,1,1,1
NF2L1_HUMAN,1,1,1,1,1
NF2L1_MOUSE,1,1,1,1,1
NF2L2_HUMAN,1,1,1,1,1
NF2L2_MOUSE,1,1,1,1,1
NF2L2_RAT,1,1,1,1,1
NF2L3_HUMAN,1,1,1,1,1
NF2L3_MOUSE,1,1,1,1,1
NFAA_DICDI,1,1,1,1,1
NFAC1_HUMAN,1,1,1,1,1
NFAC1_MOUSE,1,1,1,1,1
NFAC2_HUMAN,1,1,1,1,1
NFAC2_MOUSE,1,1,1,1,1
NFAC3_HUMAN,1,1,1,1,1
NFAC3_MOUSE,1,1,1,1,1
NFAC3_RAT,1,1,1,1,1
NFAC4_HUMAN,1,1,1,1,1
NFAC4_MOUSE,1,1,1,1,1
NFAC4_RAT,1,1,1,1,1
NFADR_GEOTN,1,1,1,1,1
NFAM1_HUMAN,1,1,1,1,1
NFAM1_MOUSE,1,1,1,1,1
NFASC_HUMAN,1,1,1,1,1
NFASC_MOUSE,1,1,1,1,1
NFASC_RAT,1,1,1,1,1
NFAT5_HUMAN,1,1,1,1,1
NFAT5_MOUSE,1,1,1,1,1
NFD2_ARATH,1,1,1,1,1
NFD4_ARATH,1,1,1,1,1
NFD5_ARATH,1,1,1,1,1
NFD6_ARATH,1,1,1,1,1
NFDA_ARTPS,1,1,1,1,1
NFE2_HUMAN,1,1,1,1,1
NFE2_MOUSE,1,1,1,1,1
NFE4_HUMAN,1,1,1,1,1
NFH1_MEDTR,1,1,1,1,1
NFH_HUMAN,1,1,1,1,1
NFH_MOUSE,1,1,1,1,1
NFH_PIG,1,1,1,1,1
NFH_RAT,1,1,1,1,1
NFI1_CAEEL,1,1,1,1,1
NFIA_HUMAN,1,1,1,1,1
NFIA_MOUSE,1,1,1,1,1
NFIA_RAT,1,1,1,1,1
NFIB_HUMAN,1,1,1,1,1
NFIB_MOUSE,1,1,1,1,1
NFIC_HUMAN,1,1,1,1,1
NFIC_MOUSE,1,1,1,1,1
NFI_ECOLI,1,1,1,1,1
NFIL3_CAEEL,1,1,1,1,1
NFIL3_DANRE,1,1,1,1,1
NFIL3_HUMAN,1,1,1,1,1
NFIL3_MOUSE,1,1,1,1,1
NFIL3_RAT,1,1,1,1,1
NFIP1_HUMAN,1,1,1,1,1
NFIP1_MOUSE,1,1,1,1,1
NFIP2_HUMAN,1,1,1,1,1
NFIX_HUMAN,1,1,1,1,1
NFIX_MOUSE,1,1,1,1,1
NFKB1_CHICK,1,1,1,1,1
NFKB1_DROME,1,1,1,1,1
NFKB1_HUMAN,1,1,1,1,1
NFKB1_MOUSE,1,1,1,1,1
NFKB1_RAT,1,1,1,1,1
NFKB2_HUMAN,1,1,1,1,1
NFKB2_MOUSE,1,1,1,1,1
NFL_HUMAN,1,1,1,1,1
NFL_MOUSE,1,1,1,1,1
NFL_PIG,1,1,1,1,1
NFL_RAT,1,1,1,1,1
NFM_HUMAN,1,1,1,1,1
NFM_MOUSE,1,1,1,1,1
NFM_RAT,1,1,1,1,1
NFNB_MYCS2,1,1,1,1,1
NFP_MEDTR,1,1,1,1,1
NFRA_ECOLI,1,1,1,1,1
NFRB_ECOLI,1,1,1,1,1
NFRKB_HUMAN,1,1,1,1,1
NFRKB_MOUSE,1,1,1,1,1
NFS1_DROME,1,1,1,1,1
NFS1_HUMAN,1,1,1,1,1
NFS1_MOUSE,1,1,1,1,1
NFS1_SCHPO,1,1,1,1,1
NFS1_YEAST,1,1,1,1,1
NFSA_ECOLI,1,1,1,1,1
NFSB_ECOLI,1,1,1,1,1
NFT1_DROME,1,1,1,1,1
NFT1_YEAST,1,1,1,1,1
NFU1_HUMAN,1,1,1,1,1
NFU1_YEAST,1,1,1,1,1
NFUA_ECOLI,1,1,1,1,1
NFX1_HUMAN,1,1,1,1,1
NFX1_MOUSE,1,1,1,1,1
NFXB_PSEAE,1,1,1,1,1
NFXL1_ARATH,1,1,1,1,1
NFXL2_ARATH,1,1,1,1,1
NFYA1_ARATH,1,1,1,1,1
NFYA1_CAEEL,1,1,1,1,1
NFYA2_ARATH,1,1,1,1,1
NFYA2_CAEEL,1,1,1,1,1
NFYA4_ARATH,1,1,1,1,1
NFYA5_ARATH,1,1,1,1,1
NFYA6_ARATH,1,1,1,1,1
NFYA7_ARATH,1,1,1,1,1
NFYA9_ARATH,1,1,1,1,1
NFYA_HUMAN,1,1,1,1,1
NFYA_MOUSE,1,1,1,1,1
NFYA_RAT,1,1,1,1,1
NFYB1_ARATH,1,1,1,1,1
NFYB1_CAEEL,1,1,1,1,1
NFYB2_ARATH,1,1,1,1,1
NFYB3_ARATH,1,1,1,1,1
NFYB4_ARATH,1,1,1,1,1
NFYB6_ARATH,1,1,1,1,1
NFYB7_ARATH,1,1,1,1,1
NFYB8_ORYSJ,1,1,1,1,1
NFYB9_ARATH,1,1,1,1,1
NFYBA_ARATH,1,1,1,1,1
NFYBA_ORYSJ,1,1,1,1,1
NFYB_HUMAN,1,1,1,1,1
NFYB_MOUSE,1,1,1,1,1
NFYB_RAT,1,1,1,1,1
NFYC1_ARATH,1,1,1,1,1
NFYC1_CAEEL,1,1,1,1,1
NFYC2_ARATH,1,1,1,1,1
NFYC2_ORYSJ,1,1,1,1,1
NFYC3_ARATH,1,1,1,1,1
NFYC4_ARATH,1,1,1,1,1
NFYC4_ORYSJ,1,1,1,1,1
NFYC6_ARATH,1,1,1,1,1
NFYC6_ORYSJ,1,1,1,1,1
NFYC9_ARATH,1,1,1,1,1
NFYC_HUMAN,1,1,1,1,1
NFYC_MOUSE,1,1,1,1,1
NFYC_RAT,1,1,1,1,1
NG06_SCHPO,1,1,1,1,1
NGA1_ARATH,1,1,1,1,1
NGA2_ARATH,1,1,1,1,1
NGA3_ARATH,1,1,1,1,1
NGA4_ARATH,1,1,1,1,1
NGAL_HUMAN,1,1,1,1,1
NGAL_MOUSE,1,1,1,1,1
NGAL_RAT,1,1,1,1,1
NGAP_DICDI,1,1,1,1,1
NGAP_HUMAN,1,1,1,1,1
NGB_DANRE,1,1,1,1,1
NGB_HUMAN,1,1,1,1,1
NGB_MOUSE,1,1,1,1,1
NGB_RAT,1,1,1,1,1
NGBR_DANRE,1,1,1,1,1
NGBR_HUMAN,1,1,1,1,1
NGBR_MOUSE,1,1,1,1,1
NGCA_CHICK,1,1,1,1,1
NGDN_HUMAN,1,1,1,1,1
NGEF_HUMAN,1,1,1,1,1
NGEF_MOUSE,1,1,1,1,1
NGEF_RAT,1,1,1,1,1
NGF_HUMAN,1,1,1,1,1
NGF_MOUSE,1,1,1,1,1
NGF_RAT,1,1,1,1,1
NGFV_MACLB,1,1,1,1,1
NGFV_NAJKA,1,1,1,1,1
NGG1_SCHPO,1,1,1,1,1
NGG1_YEAST,1,1,1,1,1
NGK1_YEAST,1,1,1,1,1
NGL2_YEAST,1,1,1,1,1
NGL3_YEAST,1,1,1,1,1
NGLY1_CAEEL,1,1,1,1,1
NGLY1_DANRE,1,1,1,1,1
NGLY1_DROME,1,1,1,1,1
NGLY1_HUMAN,1,1,1,1,1
NGLY1_MOUSE,1,1,1,1,1
NGN1_CAEEL,1,1,1,1,1
NGN1_DANRE,1,1,1,1,1
NGN1_HUMAN,1,1,1,1,1
NGN1_MOUSE,1,1,1,1,1
NGN2_HUMAN,1,1,1,1,1
NGN2_MOUSE,1,1,1,1,1
NGN3_HUMAN,1,1,1,1,1
NGN3_MOUSE,1,1,1,1,1
NGP_MOUSE,1,1,1,1,1
NGR1_YEAST,1,1,1,1,1
NGR_MEDTR,1,1,1,1,1
NGRN_HUMAN,1,1,1,1,1
NGRN_MOUSE,1,1,1,1,1
NGT_ACTP7,1,1,1,1,1
NH114_CAEEL,1,1,1,1,1
NH121_CAEEL,1,1,1,1,1
NH136_CAEEL,1,1,1,1,1
NH153_CAEEL,1,1,1,1,1
NH154_CAEEL,1,1,1,1,1
NH2L1_DROME,1,1,1,1,1
NH2L1_HUMAN,1,1,1,1,1
NH2L1_MOUSE,1,1,1,1,1
NHAA_ECOLI,1,1,1,1,1
NHAA_PSETH,1,1,1,1,1
NHAB_ECOLI,1,1,1,1,1
NHAB_PSETH,1,1,1,1,1
NHAP2_ECOLI,1,1,1,1,1
NHAR_ECOLI,1,1,1,1,1
NHBA_NEIMB,1,1,1,1,1
NHD1_ARATH,1,1,1,1,1
NHE1_DICDI,1,1,1,1,1
NHEJ1_HUMAN,1,1,1,1,1
NHEJ1_MOUSE,1,1,1,1,1
NHEJ1_SCHPO,1,1,1,1,1
NHEJ1_YEAST,1,1,1,1,1
NHHA_NEIMB,1,1,1,1,1
NHK1_DROME,1,1,1,1,1
NHL10_ARATH,1,1,1,1,1
NHL13_ARATH,1,1,1,1,1
NHL1_ARATH,1,1,1,1,1
NHL1_CAEEL,1,1,1,1,1
NHL26_ARATH,1,1,1,1,1
NHL2_ARATH,1,1,1,1,1
NHL3_ARATH,1,1,1,1,1
NHL6_ARATH,1,1,1,1,1
NHLC1_HUMAN,1,1,1,1,1
NHLC1_MOUSE,1,1,1,1,1
NHLC2_HUMAN,1,1,1,1,1
NHLC3_HUMAN,1,1,1,1,1
NHOA_ECOLI,1,1,1,1,1
NHP10_YEAST,1,1,1,1,1
NHP2_ARATH,1,1,1,1,1
NHP2_DROME,1,1,1,1,1
NHP2_HUMAN,1,1,1,1,1
NHP2_SCHPO,1,1,1,1,1
NHP2_YEAST,1,1,1,1,1
NHP6A_YEAST,1,1,1,1,1
NHP6B_YEAST,1,1,1,1,1
NHP6_CANAL,1,1,1,1,1
NHR10_CAEEL,1,1,1,1,1
NHR14_CAEEL,1,1,1,1,1
NHR1_CAEEL,1,1,1,1,1
NHR22_CAEEL,1,1,1,1,1
NHR23_CAEEL,1,1,1,1,1
NHR25_CAEEL,1,1,1,1,1
NHR27_CAEEL,1,1,1,1,1
NHR2_CAEEL,1,1,1,1,1
NHR31_CAEEL,1,1,1,1,1
NHR43_CAEEL,1,1,1,1,1
NHR49_CAEEL,1,1,1,1,1
NHR57_CAEEL,1,1,1,1,1
NHR60_CAEEL,1,1,1,1,1
NHR62_CAEEL,1,1,1,1,1
NHR66_CAEEL,1,1,1,1,1
NHR67_CAEEL,1,1,1,1,1
NHR68_CAEEL,1,1,1,1,1
NHR69_CAEEL,1,1,1,1,1
NHR6_CAEEL,1,1,1,1,1
NHR76_CAEEL,1,1,1,1,1
NHR80_CAEEL,1,1,1,1,1
NHR86_CAEEL,1,1,1,1,1
NHR8_CAEEL,1,1,1,1,1
NHRF1_CAEEL,1,1,1,1,1
NHRF1_HUMAN,1,1,1,1,1
NHRF1_MOUSE,1,1,1,1,1
NHRF1_RAT,1,1,1,1,1
NHRF2_HUMAN,1,1,1,1,1
NHRF2_MOUSE,1,1,1,1,1
NHRF2_RABIT,1,1,1,1,1
NHRF2_RAT,1,1,1,1,1
NHRF3_HUMAN,1,1,1,1,1
NHRF3_MOUSE,1,1,1,1,1
NHRF3_RAT,1,1,1,1,1
NHRF4_HUMAN,1,1,1,1,1
NHRF4_MOUSE,1,1,1,1,1
NHS_HUMAN,1,1,1,1,1
NHX1_ARATH,1,1,1,1,1
NHX1_ORYSJ,1,1,1,1,1
NHX1_YEAST,1,1,1,1,1
NHX2_ARATH,1,1,1,1,1
NHX2_CAEEL,1,1,1,1,1
NHX3_ARATH,1,1,1,1,1
NHX4_ARATH,1,1,1,1,1
NHX5_ARATH,1,1,1,1,1
NHX6_ARATH,1,1,1,1,1
NHX7_ARATH,1,1,1,1,1
NHX8_ARATH,1,1,1,1,1
NIA1_ARATH,1,1,1,1,1
NIA1_MAIZE,1,1,1,1,1
NIA2_ARATH,1,1,1,1,1
NIA_EMENI,1,1,1,1,1
NIA_PICAN,1,1,1,1,1
NIA_ULVPR,1,1,1,1,1
NIAX_LACLM,1,1,1,1,1
NIBA1_HUMAN,1,1,1,1,1
NIBA1_MOUSE,1,1,1,1,1
NIBA2_HUMAN,1,1,1,1,1
NIBA2_MOUSE,1,1,1,1,1
NIC1_ARATH,1,1,1,1,1
NIC1_SCHPO,1,1,1,1,1
NIC2_ARATH,1,1,1,1,1
NIC3_ARATH,1,1,1,1,1
NIC96_YEAST,1,1,1,1,1
NICA_CAEEL,1,1,1,1,1
NICA_DICDI,1,1,1,1,1
NICA_DROME,1,1,1,1,1
NICA_HUMAN,1,1,1,1,1
NICA_MOUSE,1,1,1,1,1
NICA_PSEPK,1,1,1,1,1
NICA_RAT,1,1,1,1,1
NICB_PSEPK,1,1,1,1,1
NICD_PSEPK,1,1,1,1,1
NICF_PSEPK,1,1,1,1,1
NICN1_HUMAN,1,1,1,1,1
NICN1_MOUSE,1,1,1,1,1
NICOL_MOUSE,1,1,1,1,1
NICX_PSEPK,1,1,1,1,1
NID1_HUMAN,1,1,1,1,1
NID1_MOUSE,1,1,1,1,1
NID2_HUMAN,1,1,1,1,1
NID2_MOUSE,1,1,1,1,1
NID2_RAT,1,1,1,1,1
NIF1_SCHPO,1,1,1,1,1
NIF3L_DROME,1,1,1,1,1
NIF3L_HUMAN,1,1,1,1,1
NIF3L_MOUSE,1,1,1,1,1
NIF3_YEAST,1,1,1,1,1
NIFA_AZOBR,1,1,1,1,1
NIFA_HERSE,1,1,1,1,1
NIFB_AZOVI,1,1,1,1,1
NIFE_AZOVI,1,1,1,1,1
NIFH1_AZOVI,1,1,1,1,1
NIFH_RHORU,1,1,1,1,1
NIFJ_ECOLI,1,1,1,1,1
NIFK_AZOVI,1,1,1,1,1
NIFL_AZOVI,1,1,1,1,1
NIFL_KLEPN,1,1,1,1,1
NIFN_AZOVI,1,1,1,1,1
NIFS_AZOVI,1,1,1,1,1
NIFU1_ARATH,1,1,1,1,1
NIFU2_ARATH,1,1,1,1,1
NIFU3_ARATH,1,1,1,1,1
NIFU4_ARATH,1,1,1,1,1
NIFU5_ARATH,1,1,1,1,1
NIFZ_AZOVI,1,1,1,1,1
NIFZ_KLEPN,1,1,1,1,1
NIG2A_ODOGR,1,1,1,1,1
NIG2A_ODOIS,1,1,1,1,1
NIG2A_ODOJI,1,1,1,1,1
NIG2B_ODOGR,1,1,1,1,1
NIG2B_ODOIS,1,1,1,1,1
NIG2B_ODOJI,1,1,1,1,1
NIG2C_ODOGR,1,1,1,1,1
NIGP_LACP7,1,1,1,1,1
NIGT1_ORYSJ,1,1,1,1,1
NIH_ARATH,1,1,1,1,1
NIJA_DROME,1,1,1,1,1
NIJB_DROME,1,1,1,1,1
NIK1_ARATH,1,1,1,1,1
NIK1_CANAL,1,1,1,1,1
NIK3_ARATH,1,1,1,1,1
NIKA_ECOLI,1,1,1,1,1
NIKB_ECOLI,1,1,1,1,1
NIKC_ECOLI,1,1,1,1,1
NIKD_ECOLI,1,1,1,1,1
NIKE_ECOLI,1,1,1,1,1
NIKMN_RHOCB,1,1,1,1,1
NIKO_RHOCB,1,1,1,1,1
NIKQ_RHOCB,1,1,1,1,1
NIKR_ECOLI,1,1,1,1,1
NIKR_HELPG,1,1,1,1,1
NIKR_HELPY,1,1,1,1,1
NILP1_ARATH,1,1,1,1,1
NILP2_ARATH,1,1,1,1,1
NILP3_ARATH,1,1,1,1,1
NIM1_HUMAN,1,1,1,1,1
NIM1_NEUCR,1,1,1,1,1
NIMA_EMENI,1,1,1,1,1
NIMI1_ARATH,1,1,1,1,1
NIMR_ECOLI,1,1,1,1,1
NIMT_ECOLI,1,1,1,1,1
NIN1_ORYSJ,1,1,1,1,1
